id|user|brewery|name|abv|rating|style|country|drink_country|drink_city|drink_datetime|notes|creation_datetime|last_updated|country_iso|brew_with|brew_year|search_string
868|1|Crooked Stave|Sentience|11.5|3.9|Quadrupel|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:48:22|2016-11-13 6:48:22|us||2012|Crooked Stave Sentience Quadrupel USA 
869|1|Crooked Stave|Nightmare on Brett|9.67|4.2|Flanders Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:50:04|2016-11-13 6:50:04|us||2014|Crooked Stave Nightmare on Brett Flanders Sour USA 
874|1|Liquid Bread|Ft. Fletcher|5|1.2|IPA|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:53:59|2016-11-13 6:53:59|us||\N|Liquid Bread Ft. Fletcher IPA USA 
876|1|Liquid Bread|Schwarzbier|5|1.9|Schwarzbier|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:56:05|2016-11-13 6:56:05|us||\N|Liquid Bread Schwarzbier Schwarzbier USA 
877|1|Liquid Bread|Pale Ale|5.6|2.2|American Pale Ale|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:56:57|2016-11-13 6:56:57|us||\N|Liquid Bread Pale Ale American Pale Ale USA 
884|1|Laughing Monk|St. Francis Patersbier|3.9|2.8|Belgian Ale|USA|USA|Pleasanton|2016-10-01 0:00:00||2016-11-13 7:05:09|2016-11-13 7:05:09|us||\N|Laughing Monk St. Francis Patersbier Belgian Ale USA 
885|1|Pine Street|IPA|6|2.3|IPA|USA|USA|Pleasanton|2016-10-01 0:00:00||2016-11-13 7:05:52|2016-11-13 7:05:52|us||\N|Pine Street IPA IPA USA 
891|1|Trillium|Cutting Tiles|8.5|2.9|Double IPA|USA|USA|Oakland|2016-10-01 0:00:00||2016-11-13 7:10:00|2016-11-13 7:10:00|us||\N|Trillium Cutting Tiles Double IPA USA 
893|1|Trillium|Mettle|8.4|2.8|Double IPA|USA|USA|Oakland|2016-10-01 0:00:00||2016-11-13 7:10:57|2016-11-13 7:10:57|us||\N|Trillium Mettle Double IPA USA 
853|1|Crooked Stave|Hop Savant|6.7|1.4|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:35:04|2016-11-13 6:35:04|us||\N|Crooked Stave Hop Savant Sour USA 
855|1|Crooked Stave|Petite Sour Raspberry|5.5|2.1|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:36:20|2016-11-13 6:36:20|us||\N|Crooked Stave Petite Sour Raspberry Sour USA 
857|1|Crooked Stave|L'Brett d'Blueberry|6|2.7|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:39:51|2016-11-13 6:39:51|us||\N|Crooked Stave L'Brett d'Blueberry Sour USA 
858|1|Crooked Stave|Petite Sour Rosé|5|3.3|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:40:38|2016-11-13 6:40:38|us||\N|Crooked Stave Petite Sour Rosé Sour USA 
859|1|Crooked Stave|Surette|6.2|3|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:41:12|2016-11-13 6:41:12|us||\N|Crooked Stave Surette Sour USA 
860|1|Crooked Stave|Motif|10|1.3|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:42:12|2016-11-13 6:42:12|us||\N|Crooked Stave Motif Sour USA 
861|1|Crooked Stave|Surette Reserva Prunus Persica|6.2|1.8|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:42:55|2016-11-13 6:42:55|us||\N|Crooked Stave Surette Reserva Prunus Persica Sour USA 
862|1|Crooked Stave|Batch #200|6|3.3|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:43:16|2016-11-13 6:43:16|us||\N|Crooked Stave Batch #200 Sour USA 
865|1|Crooked Stave|Origins|6.5|3.5|Flanders Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:46:02|2016-11-13 6:46:02|us||\N|Crooked Stave Origins Flanders Sour USA 
866|1|Crooked Stave|L'Brett d'Apricot|6|3.6|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:46:42|2016-11-13 6:46:42|us||\N|Crooked Stave L'Brett d'Apricot Sour USA 
867|1|Crooked Stave|Sourless IPA|6|1.3|IPA|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:47:01|2016-11-13 6:47:01|us||\N|Crooked Stave Sourless IPA IPA USA 
870|1|Strand|Atticus|7.1|2.6|IPA|USA|USA|Los Angeles|2016-10-01 0:00:00||2016-11-13 6:50:44|2016-11-13 6:50:44|us||\N|Strand Atticus IPA USA 
871|1|New Belgium|Le Terroir|7.5|3|Sour|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 6:51:29|2016-11-13 6:51:29|us||\N|New Belgium Le Terroir Sour USA 
872|1|TRIO|Amber|5.2|2.9|Amber Ale|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:53:12|2016-11-13 6:53:12|us||\N|TRIO Amber Amber Ale USA 
873|1|Liquid Bread|American Hefeweizen|4.8|1.9|Hefeweizen|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:53:39|2016-11-13 6:53:39|us||\N|Liquid Bread American Hefeweizen Hefeweizen USA 
875|1|Liquid Bread|Brownell Brown|5.9|1.7|Brown Ale|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:54:23|2016-11-13 6:54:23|us||\N|Liquid Bread Brownell Brown Brown Ale USA 
878|1|Liquid Bread|American Wheat|4.8|1.8|Wheat Ale|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:57:13|2016-11-13 6:57:13|us||\N|Liquid Bread American Wheat Wheat Ale USA 
879|1|Liquid Bread|English Porter|5.2|2|Porter|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:57:39|2016-11-13 6:57:39|us||\N|Liquid Bread English Porter Porter USA 
880|1|Liquid Bread|Oatmeal Stout|6|2|Sweet Stout|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 6:57:55|2016-11-13 6:57:55|us||\N|Liquid Bread Oatmeal Stout Sweet Stout USA 
881|1|Liquid Bread|Raspberry Stout|5.9|1.6|Stout|USA|USA|Hays|2016-10-01 0:00:00||2016-11-13 7:02:34|2016-11-13 7:02:34|us||\N|Liquid Bread Raspberry Stout Stout USA 
882|1|New Belgium|Shift|5|2.7|Premium Lager|USA|USA|Denver|2016-10-01 0:00:00||2016-11-13 7:02:56|2016-11-13 7:02:56|us||\N|New Belgium Shift Premium Lager USA 
883|1|Pine Street|Sucker Free City|4.6|2.7|Kölsch|USA|USA|Pleasanton|2016-10-01 0:00:00||2016-11-13 7:04:43|2016-11-13 7:04:43|us||\N|Pine Street Sucker Free City Kölsch USA 
886|1|Laughing Monk|Coffee N' Cream|5.5|3.5|Cream Ale|USA|USA|Pleasanton|2016-10-01 0:00:00||2016-11-13 7:07:03|2016-11-13 7:07:03|us||\N|Laughing Monk Coffee N' Cream Cream Ale USA 
887|1|Benoit-Casper|Point Richmond|6|2.5|American Pale Ale|USA|USA|Pleasanton|2016-10-01 0:00:00||2016-11-13 7:07:41|2016-11-13 7:07:41|us||\N|Benoit-Casper Point Richmond American Pale Ale USA 
888|1|Alameda Island|Alameda's IPA|7.5|3.1|IPA|USA|USA|Pleasanton|2016-10-01 0:00:00||2016-11-13 7:08:05|2016-11-13 7:08:05|us||\N|Alameda Island Alameda's IPA IPA USA 
889|1|Fort Point|Westfalia|5.6|1.8|Amber Ale|USA|USA|Pleasanton|2016-10-01 0:00:00||2016-11-13 7:08:39|2016-11-13 7:08:39|us||\N|Fort Point Westfalia Amber Ale USA 
890|1|Trillium|Fort Point|6.6|3|American Pale Ale|USA|USA|Oakland|2016-10-01 0:00:00||2016-11-13 7:09:21|2016-11-13 7:09:21|us||\N|Trillium Fort Point American Pale Ale USA 
892|1|Trillium|A Street IPA|7.2|3.2|IPA|USA|USA|Oakland|2016-10-01 0:00:00||2016-11-13 7:10:29|2016-11-13 7:11:16|us||\N|Trillium A Street IPA IPA USA 
894|1|Anchor|Mango Wheat|4.5|2.5|Fruit Beer|USA|USA|Berkeley|2016-10-01 0:00:00||2016-11-13 7:12:30|2016-11-13 7:12:30|us||\N|Anchor Mango Wheat Fruit Beer USA 
895|1|New Helvetia|Imperial Chocolate Porter|8.3|4.2|Porter|USA|USA|Berkeley|2016-10-01 0:00:00||2016-11-13 7:13:23|2016-11-13 7:13:23|us||\N|New Helvetia Imperial Chocolate Porter Porter USA 
933|1|3 Stars|Citra & Lemon Peel Saison|5.2|2.2|Saison|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:29:42|2016-12-23 23:29:42|us||\N|3 Stars Citra & Lemon Peel Saison Saison USA 
896|1|Parish|Canebrake|4.9|3|Wheat Ale|USA|USA|New Orleans|2016-07-01 0:00:00||2016-12-15 3:56:37|2016-12-15 3:56:37|us||\N|Parish Canebrake Wheat Ale USA 
898|1|Miller|Hamms|4.7|1.6|Pale Lager|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-18 4:33:47|2016-12-18 4:33:47|us||\N|Miller Hamms Pale Lager USA 
927|1|3 Stars|Illuminati #2|8.1|3.6|Imperial Stout|USA|USA|Silver Spring|2016-11-01 0:00:00||2016-12-23 23:24:06|2016-12-23 23:24:26|us||2015|3 Stars Illuminati #2 Imperial Stout USA 
897|1|Ninkasi|Vanilla Oatis|7|1.5|Sweet Stout|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-18 4:32:40|2016-12-18 4:34:08|us||\N|Ninkasi Vanilla Oatis Sweet Stout USA 
899|1|Off Color|Sibling Rivalry|6.7|1.8|Abbey Tripel|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-18 4:34:37|2016-12-18 4:34:37|us||\N|Off Color Sibling Rivalry Abbey Tripel USA 
900|1|Moody Tongue|Sliced Nectarine|5.9|1.9|IPA|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-18 4:35:54|2016-12-18 4:35:54|us||\N|Moody Tongue Sliced Nectarine IPA USA 
901|1|Moody Tongue|Caramelized Chocolate Churro Baltic Porter|7|2.8|Baltic Porter|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-18 4:36:32|2016-12-18 4:36:32|us||\N|Moody Tongue Caramelized Chocolate Churro Baltic Porter Baltic Porter USA 
902|1|New Belgium|Chocolate Chip Cookie Dough|6|2|Spice|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-18 4:37:01|2016-12-18 4:37:01|us|Ben & Jerry's|\N|New Belgium Chocolate Chip Cookie Dough Spice USA Ben & Jerry's
903|1|Midnight Sun|SOB|8.5|2.7|Stout|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:17:52|2016-12-22 4:17:52|us||\N|Midnight Sun SOB Stout USA 
904|1|FiftyFifty|Wee Heavy|10|3.4|Scotch Ale|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:18:19|2016-12-22 4:18:19|us||\N|FiftyFifty Wee Heavy Scotch Ale USA 
905|1|Uncommon Brewers|Flamenco Roja|6.6|3.4|Flanders Sour|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:18:56|2016-12-22 4:18:56|us|High Water|\N|Uncommon Brewers Flamenco Roja Flanders Sour USA High Water
25371|1|Traquair|House Ale|7.2|2.8|Scotch Ale|Scotland|Scotland|Edinburgh|2014-06-01 0:00:00||2015-06-08 2:02:54|2016-12-22 4:19:27|gb||\N|Traquair House Ale Scotch Ale Scotland 
906|1|Half Moon Bay|Turn and Burn|7.7|3.1|Porter|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:20:13|2016-12-22 4:20:13|us||\N|Half Moon Bay Turn and Burn Porter USA 
907|1|Half Moon Bay|Pumpkin Stout|11|3|Imperial Stout|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:21:20|2016-12-22 4:21:20|us||\N|Half Moon Bay Pumpkin Stout Imperial Stout USA 
908|1|Half Moon Bay|Abbey Negative|5.6|2.6|Abbey Dubbel|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:22:37|2016-12-22 4:22:37|us||\N|Half Moon Bay Abbey Negative Abbey Dubbel USA 
909|1|Half Moon Bay|Honk for Love|6|2.5|American Pale Ale|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:23:28|2016-12-22 4:23:28|us||\N|Half Moon Bay Honk for Love American Pale Ale USA 
910|1|Almanac|Pumpkin Pie de Brettaville|7|1.6|Sour|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:23:57|2016-12-22 4:23:57|us||\N|Almanac Pumpkin Pie de Brettaville Sour USA 
911|1|Sierra Nevada|Barrel-Aged Bière de Garde|9.8|3.7|Bière de Garde|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:24:48|2016-12-22 4:24:48|us||\N|Sierra Nevada Barrel-Aged Bière de Garde Bière de Garde USA 
912|1|Sierra Nevada|Baltic Joy|7.4|2.6|Baltic Porter|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:25:16|2016-12-22 4:25:16|us||\N|Sierra Nevada Baltic Joy Baltic Porter USA 
913|1|Sierra Nevada|Maple Scotch Ale|7.3|2|Scotch Ale|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:25:41|2016-12-22 4:25:41|us||\N|Sierra Nevada Maple Scotch Ale Scotch Ale USA 
914|1|Sierra Nevada|Coffee Stout|6.2|2.6|Stout|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-22 4:26:23|2016-12-22 4:26:23|us||\N|Sierra Nevada Coffee Stout Stout USA 
916|1|Traquair|Jacobite Ale|8|2.2|Traditional Ale|Scotland|USA|Berkeley|2016-11-01 0:00:00||2016-12-23 23:11:13|2016-12-23 23:11:13|gb||\N|Traquair Jacobite Ale Traditional Ale Scotland 
25095|1|Sierra Nevada|Northern Hemisphere Harvest|6.7|2.8|IPA|USA|USA|Berkeley|2013-11-01 0:00:00|Adjust up from 2.6 to 2.8 on 11/2016"|2015-06-08 2:02:36|2016-12-23 23:14:12|us||\N|Sierra Nevada Northern Hemisphere Harvest IPA USA 
480|1|Mad River|Steelhead Extra Stout|6.5|3.2|Stout|USA|USA|Berkeley|2016-03-01 0:00:00|Regrade to 3.2 after 2.4 on 11/2016"|2016-04-05 4:34:01|2016-12-23 23:16:10|us||\N|Mad River Steelhead Extra Stout Stout USA 
917|1|Perennial|Regalia|8.5|3.6|Belgian Strong Ale|USA|USA|Oakland|2016-11-01 0:00:00||2016-12-23 23:16:38|2016-12-23 23:16:38|us||2015|Perennial Regalia Belgian Strong Ale USA 
918|1|AleSmith|Decadence|9.5|3.3|American Strong Ale|USA|USA|Oakland|2016-11-01 0:00:00||2016-12-23 23:17:21|2016-12-23 23:17:38|us||2016|AleSmith Decadence American Strong Ale USA 
919|1|Sudwerk|Northern Pilsner|5.3|1.8|Pilsener|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-23 23:18:22|2016-12-23 23:18:22|us||\N|Sudwerk Northern Pilsner Pilsener USA 
920|1|Baltika|Russian Imperial Stout|10|1.3|Imperial Stout|Russia|USA|Berkeley|2016-11-01 0:00:00||2016-12-23 23:18:45|2016-12-23 23:18:45|ru||\N|Baltika Russian Imperial Stout Imperial Stout Russia 
921|1|Sierra Nevada|Ginger Bigfoot|11.4|4.1|Barley Wine|USA|USA|Berkeley|2016-11-01 0:00:00||2016-12-23 23:19:07|2016-12-23 23:19:07|us||\N|Sierra Nevada Ginger Bigfoot Barley Wine USA 
922|1|Squatters|American Wheat Hefeweizen|4|1.1|Hefeweizen|USA|USA|Salt Lake City|2016-11-01 0:00:00||2016-12-23 23:19:33|2016-12-23 23:19:33|us||\N|Squatters American Wheat Hefeweizen Hefeweizen USA 
923|1|Squatters|Sasquatch|5|1.3|Pilsener|USA|USA|Salt Lake City|2016-11-01 0:00:00|ABV not listed|2016-12-23 23:21:02|2016-12-23 23:21:02|us||\N|Squatters Sasquatch Pilsener USA 
924|1|Squatters|Wasatch Evolution Amber|4|1.5|Amber Ale|USA|USA|Salt Lake City|2016-11-01 0:00:00||2016-12-23 23:22:04|2016-12-23 23:22:04|us||\N|Squatters Wasatch Evolution Amber Amber Ale USA 
925|1|Squatters|Wasatch Bobsled Brown|4|3|Brown Ale|USA|USA|Salt Lake City|2016-11-01 0:00:00||2016-12-23 23:22:49|2016-12-23 23:22:49|us||\N|Squatters Wasatch Bobsled Brown Brown Ale USA 
926|1|DC Brau|The Corruption|6.5|1.7|IPA|USA|USA|Silver Spring|2016-11-01 0:00:00||2016-12-23 23:23:28|2016-12-23 23:23:28|us||\N|DC Brau The Corruption IPA USA 
928|1|3 Stars|Illuminati #5|10.4|3.7|American Strong Ale|USA|USA|Silver Spring|2016-11-01 0:00:00||2016-12-23 23:25:53|2016-12-23 23:25:53|us||2015|3 Stars Illuminati #5 American Strong Ale USA 
929|1|Heavy Seas|Loose Cannon Hop3|7.25|2.7|IPA|USA|USA|Silver Spring|2016-11-01 0:00:00||2016-12-23 23:26:27|2016-12-23 23:26:27|us||\N|Heavy Seas Loose Cannon Hop3 IPA USA 
930|1|3 Stars|Nectar of the Bogs|5|2.5|Saison|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:27:01|2016-12-23 23:27:01|us||\N|3 Stars Nectar of the Bogs Saison USA 
931|1|3 Stars|Cognitive Dissonance|3.6|3.4|Berliner Weisse|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:27:42|2016-12-23 23:27:42|us||\N|3 Stars Cognitive Dissonance Berliner Weisse USA 
932|1|3 Stars|Irish Amber|5|2.4|Amber Ale|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:29:01|2016-12-23 23:29:01|us||\N|3 Stars Irish Amber Amber Ale USA 
934|1|3 Stars|Raspberry Dissonance|3.6|3|Berliner Weisse|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:30:15|2016-12-23 23:30:15|us||\N|3 Stars Raspberry Dissonance Berliner Weisse USA 
935|1|Right Proper|White Bicycles|5.3|3|Belgian White|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:30:45|2016-12-23 23:30:45|us||\N|Right Proper White Bicycles Belgian White USA 
936|1|Right Proper|Raised by Wolves|5|2.6|American Pale Ale|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:31:02|2016-12-23 23:31:02|us||\N|Right Proper Raised by Wolves American Pale Ale USA 
937|1|Right Proper|Baron Corvo|7|3.8|Bière de Garde|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:31:25|2016-12-23 23:31:25|us||\N|Right Proper Baron Corvo Bière de Garde USA 
938|1|Right Proper|Häxan|7|3.4|Baltic Porter|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:32:34|2016-12-23 23:32:34|us||\N|Right Proper Häxan Baltic Porter USA 
939|1|Right Proper|Being There|5|3.6|Zwickel|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:33:45|2016-12-23 23:33:45|us||\N|Right Proper Being There Zwickel USA 
940|1|Right Proper|Diamond, Fur Coat, Champagne|3.6|2.8|Berliner Weisse|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:34:26|2016-12-23 23:34:26|us||\N|Right Proper Diamond, Fur Coat, Champagne Berliner Weisse USA 
1154|1|Siren|Soundwave|5.6|1.8|IPA|England|England|London|2017-03-01 0:00:00||2017-04-01 10:21:54|2017-04-01 10:21:54|gb||\N|Siren Soundwave IPA England 
941|1|Right Proper|Kodachrome Dream(ing)|4.5|1.8|Sour|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:35:05|2016-12-23 23:35:05|us||\N|Right Proper Kodachrome Dream(ing) Sour USA 
942|1|Right Proper|Astral Weeks|4.5|3.5|Berliner Weisse|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:35:29|2016-12-23 23:35:29|us||\N|Right Proper Astral Weeks Berliner Weisse USA 
943|1|Right Proper|Maslow|4.7|2.5|Saison|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:35:43|2016-12-23 23:35:43|us||\N|Right Proper Maslow Saison USA 
24725|1|De Molen|Rasputin|10.7|3.4|Imperial Stout|Netherlands|Netherlands|Amsterdam|2013-01-01 0:00:00||2015-06-08 2:02:21|2016-12-23 23:44:17|nl||\N|Brouwerij de Molen Rasputin Imperial Stout Netherlands 
947|1|Tin Roof|Blonde|4.5|2.8|Golden Ale|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:45:15|2016-12-23 23:45:15|us||\N|Tin Roof Blonde Golden Ale USA 
948|1|Parish|Envie|5.5|3.4|American Pale Ale|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:45:31|2016-12-23 23:45:31|us||\N|Parish Envie American Pale Ale USA 
949|1|Parish|Rêve|6.6|3.6|Sweet Stout|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:46:01|2016-12-23 23:46:01|us||\N|Parish Rêve Sweet Stout USA 
210|1|Saint Arnold|Fancy Lawnmower|4.9|2|Kölsch|USA|USA|Austin|2015-10-01 0:00:00|Regrade from 2.6 to 2.0 after 1.4 in Baton Rouge|2015-11-21 5:57:41|2016-12-23 23:47:31|us||\N|Saint Arnold Fancy Lawnmower Kölsch USA 
951|1|Saint Arnold|Bishop's Barrel #10|12.7|3.4|Barley Wine|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:49:30|2016-12-23 23:49:30|us||2015|Saint Arnold Bishop's Barrel #10 Barley Wine USA 
952|1|Tin Roof|Turnrow|5.5|2.9|Golden Ale|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:50:03|2016-12-23 23:50:03|us||\N|Tin Roof Turnrow Golden Ale USA 
953|1|Southern Craft|Pompous Pelican|8.4|2.4|Double IPA|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:50:23|2016-12-23 23:50:23|us||\N|Southern Craft Pompous Pelican Double IPA USA 
955|1|Chafunkta|Kingfish Ale|5|1.4|Cream Ale|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:51:58|2016-12-23 23:51:58|us||\N|Chafunkta Kingfish Ale Cream Ale USA 
957|1|Barebottle|Espresso Macchiato|5.3|2.5|Sweet Stout|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:54:43|2016-12-23 23:54:43|us||\N|Barebottle Espresso Macchiato Sweet Stout USA 
959|1|Barebottle|C's Bees|7.3|3|Brown Ale|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:56:20|2016-12-23 23:56:20|us||\N|Barebottle C's Bees Brown Ale USA 
961|1|Barebottle|Galaxy Dust|6.1|2.4|IPA|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:57:28|2016-12-23 23:57:28|us||\N|Barebottle Galaxy Dust IPA USA 
962|1|Barebottle|Pineapple Express|8.2|2.3|Double IPA|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:57:45|2016-12-23 23:57:45|us||\N|Barebottle Pineapple Express Double IPA USA 
944|1|DuClaw|Sweet Baby Jesus!|6.2|2.9|Porter|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:36:12|2016-12-23 23:36:12|us||\N|DuClaw Sweet Baby Jesus! Porter USA 
945|1|3 Stars|Madness|12.4|1.8|Old Ale|USA|USA|Washington, D.C.|2016-11-01 0:00:00||2016-12-23 23:36:58|2016-12-23 23:36:58|us||\N|3 Stars Madness Old Ale USA 
1021|1|Triple Voodoo|Triple in the Fifth|11.5|3.4|Abbey Tripel|USA|USA|San Francisco|2017-01-01 0:00:00||2017-03-19 5:14:32|2017-03-19 5:14:32|us||\N|Triple Voodoo Triple in the Fifth Abbey Tripel USA 
946|1|De Molen|Goths & Vandals|11.1|3.1|Belgian Strong Ale|Netherlands|USA|Berkeley|2016-12-01 0:00:00||2016-12-23 23:43:57|2016-12-23 23:44:58|nl|Närke|\N|De Molen Goths & Vandals Belgian Strong Ale Netherlands Närke
950|1|Abita|Andygator|8|2.5|Doppelbock|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:47:52|2016-12-23 23:47:52|us||\N|Abita Andygator Doppelbock USA 
954|1|Abita|The Boot|4.8|1.6|Kölsch|USA|USA|Baton Rouge|2016-12-01 0:00:00||2016-12-23 23:50:46|2016-12-23 23:50:46|us||\N|Abita The Boot Kölsch USA 
956|1|Barebottle|Muir Woods Costal Red|8.3|2.1|American Strong Ale|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:54:24|2016-12-23 23:54:24|us||\N|Barebottle Muir Woods Costal Red American Strong Ale USA 
958|1|Barebottle|Midnight Gold|6|1.2|Black IPA|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:55:52|2016-12-23 23:55:52|us||\N|Barebottle Midnight Gold Black IPA USA 
1003|1|Negev|Amber|4.9|2.9|Amber Ale|Israel|Israel|Jerusalem|2017-01-01 0:00:00||2017-03-19 4:28:22|2017-03-19 4:28:22|il||\N|Negev Amber Amber Ale Israel 
960|1|Barebottle|Boaty McBoatface|4.1|2.2|IPA|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:56:41|2016-12-23 23:56:41|us||\N|Barebottle Boaty McBoatface IPA USA 
963|1|Barebottle|Jasmine Saison Bernál|5.6|2.5|Saison|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:58:08|2016-12-23 23:58:08|us||\N|Barebottle Jasmine Saison Bernál Saison USA 
964|1|Barebottle|SF Sourdough Wheat|3.3|0.7|Sour|USA|USA|San Francisco|2016-12-01 0:00:00||2016-12-23 23:59:32|2016-12-23 23:59:32|us||\N|Barebottle SF Sourdough Wheat Sour USA 
965|1|Rare Barrel|Pricklish|6.1|3.6|Sour|USA|USA|Berkeley|2016-12-01 0:00:00||2016-12-23 23:59:58|2016-12-23 23:59:58|us||\N|Rare Barrel Pricklish Sour USA 
1022|1|Triple Voodoo|Ultra Violet|6.9|2.5|Abbey Dubbel|USA|USA|San Francisco|2017-01-01 0:00:00||2017-03-19 5:14:47|2017-03-19 5:14:47|us||\N|Triple Voodoo Ultra Violet Abbey Dubbel USA 
966|1|Rare Barrel|Singing Loudly|7.3|2.5|Sour|USA|USA|Berkeley|2016-12-01 0:00:00||2016-12-24 0:00:49|2016-12-24 0:01:07|us||\N|Rare Barrel Singing Loudly Sour USA 
967|1|Rare Barrel|Ruby Grove|5.7|2.6|Sour|USA|USA|Berkeley|2016-12-01 0:00:00||2016-12-24 0:01:47|2016-12-24 0:01:47|us||\N|Rare Barrel Ruby Grove Sour USA 
969|1|Allagash|Émile|7.2|1.9|Sour|USA|USA|Berkeley|2016-12-01 0:00:00||2016-12-24 0:03:19|2016-12-24 0:03:19|us||\N|Allagash Émile Sour USA 
970|1|Rare Barrel|Gifted Branch|6.7|3.7|Sour|USA|USA|Oakland|2016-12-01 0:00:00||2016-12-24 0:04:20|2016-12-24 0:04:20|us||\N|Rare Barrel Gifted Branch Sour USA 
971|1|Fort Point|Villager|6.5|2.5|IPA|USA|USA|Oakland|2016-12-01 0:00:00||2016-12-24 0:04:39|2016-12-24 0:04:39|us||\N|Fort Point Villager IPA USA 
972|1|Grimm|Rainbow Dome|5|2.8|Sour|USA|USA|Berkeley|2016-12-01 0:00:00||2016-12-24 0:04:57|2016-12-24 0:04:57|us||\N|Grimm Rainbow Dome Sour USA 
